Respondent_ID,Restaurant_Type,Cuisine,Years_Operating,City,Restaurant_Size,Partner_Duration,Platform_Count,Primary_Platform,Commission_Rate,Commission_Satisfaction,Commission_Reason,Switching_Intent,Alternate_Interest,Monthly_Orders,Revenue_Share,Order_Trend,Peak_Hours,AOV,Promotions_Participation,Order_Reliability,App_Satisfaction,Order_Notification,Prep_Time,Rider_Pickup,Customer_Issues,Payment_Timeliness,Account_Management,Visibility,Marketing_Support,Featured_Placement,Rating_Management,Customer_Data,Competitor_Awareness,Competitor_Commission,Direct_Ordering,Alternatives_Evaluation,Platform_Features,Profitability,Business_Growth,Job_Impact,Investment,Recommendation,Partnership_Plans,Investment_Areas,Desired_Support,Subscription_Interest,Long_Term_Outlook,Monthly_Revenue,Delivery_Revenue_Share,Commission_Concern,Profit_Margin,Cost_Breakdown,Biggest_Challenge,Suggestions
R120,Café/Bakery,Fast Food,1-2 years,Giza,Less than 20,1-2 years,3,Talabat,21-25%,Somewhat dissatisfied,Standard rate,Yes for right offer,Yes for right offer,50-200,10-25%,Stayed same,Lunch,100-200,Sometimes,Somewhat unreliable,Somewhat dissatisfied,Somewhat unreliable,Usually insufficient,Average,Daily,Somewhat dissatisfied,Poor,Somewhat dissatisfied,Not useful at all,Not valuable,Very dissatisfied,Not useful,Otlob,Yes but I stayed,Not interested,Not very interested,Lower commission,Somewhat hurt,Minimal,1-2 additional staff,Probably not,Probably not,Maintain current level,Menu expansion,Lower commission,Not interested,Stable but not growing,Under 50000,20-40%,Major concern,5-10%,Commission fees,Fee concern,Lower fees
R121,Independent,Egyptian,6-10 years,Cairo (Central),20-50,6-10 years,2,Talabat,16-20%,Somewhat satisfied,Volume-based discount,Not sure,Probably not,201-500,26-50%,Increased slightly,Dinner,201-350,Often,Somewhat reliable,Somewhat satisfied,Reliable,Adequate,Good,Weekly,Somewhat satisfied,Good,Somewhat satisfied,Useful,Valuable,Somewhat satisfied,Useful,Otlob,No they haven't,Yes but limited,Not very interested,Better visibility,Somewhat helped,Significant,3-5 staff,Probably yes,Probably yes,Expand presence,Marketing/promotions,Better technology tools,Somewhat interested,Significant growth,150000-500000,41-60%,Minor concern,11-15%,Marketing costs,Good experience,Faster payments
R122,Fast Food Outlet,Italian,3-5 years,Alexandria,20-50,3-5 years,2,Talabat,21-25%,Neutral,Standard rate,Not sure,Not sure,201-500,10-25%,Stayed same,Dinner,201-350,Sometimes,Neutral,Neutral,Neutral,Adequate,Average,Weekly,Neutral,Average,Somewhat dissatisfied,Somewhat useful,Neutral,Neutral,Somewhat useful,Breadfast,Not approached,Not yet but planning,Neutral,Lower commission,No significant impact,Moderate,No impact,Neutral,Neutral,Maintain current level,Staff training,Payment flexibility,Neutral,Moderate growth,150000-500000,41-60%,Minor concern,11-15%,Payment processing,OK partnership,Analytics
R123,Chain Outlet,Middle Eastern,1-2 years,Cairo (Central),51-100,1-2 years,3,Talabat,16-20%,Somewhat satisfied,Volume-based discount,Probably not,Probably not,501-1000,51-75%,Increased slightly,Dinner,201-350,Often,Somewhat reliable,Somewhat satisfied,Reliable,Adequate,Good,A few times a month,Somewhat satisfied,Good,Somewhat satisfied,Useful,Valuable,Somewhat satisfied,Useful,Otlob,No they haven't,Yes but limited,Not very interested,Better visibility,Somewhat helped,Significant,3-5 staff,Probably yes,Probably yes,Expand presence,Marketing/promotions,Better technology tools,Somewhat interested,Moderate growth,150000-500000,61-80%,Minor concern,11-15%,Marketing costs,Good so far,Continue
R124,Independent,Pizza,3-5 years,Giza,20-50,3-5 years,3,Talabat,26-30%,Very dissatisfied,Promotional rate,Yes immediately,Yes immediately,50-200,Less than 10%,Decreased slightly,Late night,100-200,Rarely,Very unreliable,Very dissatisfied,Very unreliable,Usually insufficient,Poor,Daily,Very dissatisfied,Poor,Very dissatisfied,Not useful at all,Not valuable,Very dissatisfied,Not useful,Foodpanda,Yes and I switched,Not yet but planning,Very interested,Lower commission,Significantly hurt,Minimal,No impact,Definitely not,Definitely not,Leave the platform,Technology,Faster payments,Not interested,Declining importance,Under 50000,Under 20%,Critical concern,Under 5%,Commission fees,Too expensive,Lower rates
R125,Cloud Kitchen,Fast Food,Less than 1 year,Cairo (Suburbs),Takeaway only,<6 months,4,Talabat,26-30%,Very dissatisfied,Standard rate,Yes immediately,Yes immediately,50 or less,Less than 10%,Decreased slightly,Late night,Under 100,Rarely,Very unreliable,Very dissatisfied,Very unreliable,Usually insufficient,Poor,Daily,Very dissatisfied,Very poor,Very dissatisfied,Not useful at all,Not valuable,Very dissatisfied,Not useful,Otlob,Yes and I switched,Not yet but planning,Very interested,Lower commission,Significantly hurt,Minimal,No impact,Definitely not,Probably not,Leave the platform,Menu expansion,Guaranteed minimum orders,Not interested,Declining importance,Under 50000,Under 20%,Critical concern,Under 5%,Commission fees,Need lower rates,Better terms
R126,Independent,Egyptian,6-10 years,Mansoura,20-50,6-10 years,2,Talabat,21-25%,Somewhat dissatisfied,Standard rate,Yes for right offer,Yes for right offer,201-500,10-25%,Stayed same,Lunch,100-200,Sometimes,Somewhat unreliable,Somewhat dissatisfied,Somewhat unreliable,Adequate,Average,Daily,Somewhat dissatisfied,Poor,Somewhat dissatisfied,Not useful at all,Not valuable,Very dissatisfied,Not useful,Otlob,Yes but I stayed,Not interested,Not very interested,Lower commission,Somewhat hurt,Minimal,1-2 additional staff,Probably not,Probably not,Maintain current level,Menu expansion,Lower commission,Not interested,Stable but not growing,50000-150000,20-40%,Major concern,5-10%,Commission fees,Rate concern,Lower fees
R127,Café/Bakery,International,3-5 years,Cairo (Central),20-50,3-5 years,2,Talabat,16-20%,Neutral,Volume-based discount,Not sure,Not sure,201-500,26-50%,Increased slightly,Dinner,201-350,Often,Somewhat reliable,Somewhat satisfied,Reliable,Adequate,Good,Weekly,Somewhat satisfied,Good,Somewhat satisfied,Useful,Valuable,Somewhat satisfied,Useful,Breadfast,No they haven't,Yes but limited,Neutral,Better visibility,Somewhat helped,Significant,3-5 staff,Probably yes,Probably yes,Expand presence,Marketing/promotions,Better technology tools,Somewhat interested,Moderate growth,150000-500000,41-60%,Minor concern,11-15%,Marketing costs,Good partnership,Faster payments
R128,Fast Food Outlet,Asian,1-2 years,Alexandria,Less than 20,1-2 years,3,Talabat,21-25%,Somewhat dissatisfied,Standard rate,Yes for right offer,Yes for right offer,50-200,10-25%,Stayed same,Lunch,100-200,Sometimes,Somewhat unreliable,Somewhat dissatisfied,Somewhat unreliable,Usually insufficient,Average,Daily,Somewhat dissatisfied,Poor,Somewhat dissatisfied,Not useful at all,Not valuable,Very dissatisfied,Not useful,Foodpanda,Yes but I stayed,Not interested,Not very interested,Lower commission,Somewhat hurt,Minimal,1-2 additional staff,Probably not,Probably not,Maintain current level,Menu expansion,Faster payments,Not interested,Stable but not growing,Under 50000,20-40%,Major concern,5-10%,Delivery fees,High fees,Reduce fees
R129,Chain Outlet,Grills,6-10 years,Cairo (Central),51-100,6-10 years,2,Talabat,16-20%,Very satisfied,Volume-based discount,Probably not,Probably not,501-1000,51-75%,Increased significantly,Dinner,351-500,Always,Very reliable,Very satisfied,Very reliable,Always sufficient,Excellent,Rarely or never,Very satisfied,Excellent,Very satisfied,Very useful,Very valuable,Very satisfied,Very useful,Otlob,No they haven't,Yes fully operational,Very interested,Better visibility,Significantly helped,Transformative,6-10 staff,Definitely yes,Definitely yes,Make it my primary platform,Technology,Payment flexibility,Very interested,Transformative for industry,500000-1000000,61-80%,Not a concern,16-20%,Marketing costs,Excellent service,Expansion support
R130,Independent,Egyptian,3-5 years,Cairo (Suburbs),20-50,3-5 years,2,Talabat,21-25%,Somewhat dissatisfied,Standard rate,Yes for right offer,Yes for right offer,50-200,10-25%,Stayed same,Lunch,100-200,Sometimes,Somewhat unreliable,Somewhat dissatisfied,Somewhat unreliable,Usually insufficient,Average,Daily,Somewhat dissatisfied,Poor,Somewhat dissatisfied,Not useful at all,Not valuable,Very dissatisfied,Not useful,Otlob,Yes but I stayed,Not interested,Not very interested,Lower commission,Somewhat hurt,Minimal,No impact,Probably not,Probably not,Reduce presence,Menu expansion,Lower commission,Not interested,Stable but not growing,50000-150000,20-40%,Major concern,5-10%,Commission fees,Fees concern,Lower rates
R131,Chain Outlet,Italian,6-10 years,Cairo (Central),51-100,6-10 years,2,Talabat,16-20%,Somewhat satisfied,Volume-based discount,Probably not,Probably not,501-1000,51-75%,Increased slightly,Dinner,201-350,Often,Somewhat reliable,Somewhat satisfied,Reliable,Adequate,Good,Weekly,Somewhat satisfied,Good,Somewhat satisfied,Useful,Valuable,Somewhat satisfied,Useful,Otlob,No they haven't,Yes but limited,Not very interested,Better visibility,Somewhat helped,Significant,3-5 staff,Definitely yes,Probably yes,Expand presence,Marketing/promotions,Better technology tools,Somewhat interested,Significant growth,150000-500000,61-80%,Minor concern,11-15%,Marketing costs,Good partnership,Continue
R132,Independent,Middle Eastern,1-2 years,Giza,Less than 20,1-2 years,2,Talabat,21-25%,Neutral,Standard rate,Not sure,Not sure,50-200,10-25%,Stayed same,Lunch,100-200,Sometimes,Neutral,Neutral,Neutral,Adequate,Average,Weekly,Neutral,Average,Somewhat dissatisfied,Somewhat useful,Neutral,Neutral,Somewhat useful,Breadfast,Not approached,Not yet but planning,Neutral,Lower commission,No significant impact,Minimal,No impact,Neutral,Neutral,Maintain current level,Staff training,Payment flexibility,Neutral,Moderate growth,Under 50000,20-40%,Moderate concern,5-10%,Payment processing,OK so far,Analytics
R133,Cloud Kitchen,Asian,Less than 1 year,Cairo (Suburbs),Takeaway only,<6 months,4,Talabat,26-30%,Very dissatisfied,Promotional rate,Yes immediately,Yes immediately,50 or less,Less than 10%,Decreased significantly,Late night,Under 100,Rarely,Very unreliable,Very dissatisfied,Very unreliable,Always insufficient,Poor,Daily,Very dissatisfied,Very poor,Very dissatisfied,Not useful at all,Not valuable,Very dissatisfied,Not useful,Foodpanda,Yes and I switched,Not yet but planning,Very interested,Lower commission,Significantly hurt,Minimal,No impact,Definitely not,Definitely not,Leave the platform,Menu expansion,Guaranteed minimum orders,Not interested,Declining importance,Under 50000,Under 20%,Critical concern,Under 5%,Commission fees,Need better rates,Lower fees
R134,Café/Bakery,Desserts,6-10 years,Alexandria,20-50,6-10 years,2,Talabat,16-20%,Somewhat satisfied,Volume-based discount,Probably not,Probably not,201-500,26-50%,Increased slightly,Afternoon,201-350,Often,Somewhat reliable,Somewhat satisfied,Reliable,Adequate,Good,Rarely or never,Somewhat satisfied,Good,Somewhat satisfied,Useful,Valuable,Somewhat satisfied,Useful,Otlob,No they haven't,Yes but limited,Not very interested,Better visibility,Somewhat helped,Significant,3-5 staff,Probably yes,Probably yes,Expand presence,Marketing/promotions,Better technology tools,Somewhat interested,Moderate growth,150000-500000,41-60%,Minor concern,11-15%,Marketing costs,Good service,Continue
R135,Fast Food Outlet,Fast Food,3-5 years,Mansoura,20-50,3-5 years,2,Talabat,21-25%,Somewhat dissatisfied,Standard rate,Yes for right offer,Yes for right offer,201-500,10-25%,Stayed same,Lunch,100-200,Sometimes,Somewhat unreliable,Somewhat dissatisfied,Somewhat unreliable,Adequate,Average,Weekly,Somewhat dissatisfied,Average,Somewhat dissatisfied,Not useful at all,Not valuable,Very dissatisfied,Not useful,Otlob,Yes but I stayed,Not interested,Not very interested,Lower commission,Somewhat hurt,Minimal,1-2 additional staff,Probably not,Probably not,Maintain current level,Menu expansion,Lower commission,Not interested,Stable but not growing,50000-150000,20-40%,Major concern,5-10%,Commission fees,High fees,Reduce fees
R136,Independent,Seafood,6-10 years,Cairo (Central),20-50,6-10 years,2,Talabat,16-20%,Somewhat satisfied,Volume-based discount,Probably not,Probably not,201-500,26-50%,Increased slightly,Dinner,351-500,Often,Somewhat reliable,Somewhat satisfied,Reliable,Adequate,Good,Weekly,Somewhat satisfied,Good,Somewhat satisfied,Useful,Valuable,Somewhat satisfied,Useful,Otlob,No they haven't,Yes but limited,Not very interested,Better visibility,Somewhat helped,Significant,3-5 staff,Probably yes,Probably yes,Expand presence,Marketing/promotions,Better technology tools,Somewhat interested,Moderate growth,150000-500000,41-60%,Minor concern,11-15%,Marketing costs,Good partnership,Continue
R137,Chain Outlet,Egyptian,3-5 years,Cairo (Central),51-100,3-5 years,3,Talabat,16-20%,Somewhat satisfied,Volume-based discount,Probably not,Probably not,501-1000,51-75%,Increased slightly,Dinner,201-350,Often,Somewhat reliable,Somewhat satisfied,Reliable,Adequate,Good,Weekly,Somewhat satisfied,Good,Somewhat satisfied,Useful,Valuable,Somewhat satisfied,Useful,Otlob,No they haven't,Yes but limited,Not very interested,Better visibility,Somewhat helped,Significant,3-5 staff,Probably yes,Definitely yes,Expand presence,Marketing/promotions,Better technology tools,Somewhat interested,Moderate growth,150000-500000,61-80%,Minor concern,11-15%,Marketing costs,Very happy,Continue
R138,Independent,Pizza,1-2 years,Tanta,Less than 20,1-2 years,2,Talabat,21-25%,Somewhat dissatisfied,Standard rate,Yes for right offer,Yes for right offer,50-200,10-25%,Decreased slightly,Lunch,100-200,Rarely,Somewhat unreliable,Somewhat dissatisfied,Somewhat unreliable,Usually insufficient,Average,Daily,Somewhat dissatisfied,Poor,Somewhat dissatisfied,Not useful at all,Not valuable,Very dissatisfied,Not useful,Otlob,Yes but I stayed,Not interested,Not very interested,Lower commission,Somewhat hurt,Minimal,No impact,Probably not,Probably not,Reduce presence,Menu expansion,Guaranteed minimum orders,Not interested,Stable but not growing,Under 50000,20-40%,Major concern,Under 5%,Commission fees,Fees concern,Lower rates
R139,Cloud Kitchen,Grills,Less than 1 year,Cairo (Suburbs),Takeaway only,<6 months,4,Talabat,26-30%,Very dissatisfied,Promotional rate,Yes immediately,Yes immediately,50 or less,Less than 10%,Decreased significantly,Late night,Under 100,Rarely,Very unreliable,Very dissatisfied,Very unreliable,Always insufficient,Poor,Daily,Very dissatisfied,Very poor,Very dissatisfied,Not useful at all,Not valuable,Very dissatisfied,Not useful,Foodpanda,Yes and I switched,Not yet but planning,Very interested,Lower commission,Significantly hurt,Minimal,No impact,Definitely not,Definitely not,Leave the platform,Menu expansion,Faster payments,Not interested,Declining importance,Under 50000,Under 20%,Critical concern,Under 5%,Commission fees,Need better rates,Better terms
R140,Café/Bakery,International,6-10 years,Cairo (Central),51-100,6-10 years,2,Talabat,16-20%,Very satisfied,Volume-based discount,Probably not,Probably not,501-1000,51-75%,Increased significantly,Afternoon,201-350,Always,Very reliable,Very satisfied,Very reliable,Always sufficient,Excellent,Rarely or never,Very satisfied,Excellent,Very satisfied,Very useful,Very valuable,Very satisfied,Very useful,Otlob,No they haven't,Yes fully operational,Very interested,Better visibility,Significantly helped,Transformative,6-10 staff,Definitely yes,Definitely yes,Make it my primary platform,Technology,Payment flexibility,Very interested,Transformative for industry,150000-500000,61-80%,Not a concern,16-20%,Payment processing,Excellent partnership,Keep improving
R141,Fast Food Outlet,Egyptian,3-5 years,Giza,20-50,3-5 years,2,Talabat,21-25%,Somewhat dissatisfied,Standard rate,Yes for right offer,Yes for right offer,201-500,10-25%,Stayed same,Lunch,100-200,Sometimes,Somewhat unreliable,Somewhat dissatisfied,Somewhat unreliable,Adequate,Average,Weekly,Somewhat dissatisfied,Average,Somewhat dissatisfied,Not useful at all,Not valuable,Very dissatisfied,Not useful,Otlob,Yes but I stayed,Not interested,Not very interested,Lower commission,Somewhat hurt,Minimal,1-2 additional staff,Probably not,Probably not,Maintain current level,Menu expansion,Lower commission,Not interested,Stable but not growing,50000-150000,20-40%,Major concern,5-10%,Commission fees,Fees concern,Lower fees
R142,Independent,Asian,3-5 years,Alexandria,20-50,3-5 years,2,Talabat,21-25%,Neutral,Standard rate,Not sure,Not sure,201-500,26-50%,Stayed same,Dinner,201-350,Sometimes,Neutral,Neutral,Neutral,Adequate,Average,Weekly,Neutral,Average,Somewhat dissatisfied,Somewhat useful,Neutral,Neutral,Somewhat useful,Breadfast,Not approached,Not yet but planning,Neutral,Lower commission,No significant impact,Moderate,No impact,Neutral,Neutral,Maintain current level,Staff training,Payment flexibility,Neutral,Moderate growth,150000-500000,41-60%,Minor concern,11-15%,Payment processing,OK so far,Continue
R143,Chain Outlet,Italian,6-10 years,Cairo (Central),51-100,6-10 years,2,Talabat,16-20%,Somewhat satisfied,Volume-based discount,Probably not,Probably not,501-1000,51-75%,Increased slightly,Dinner,201-350,Often,Somewhat reliable,Somewhat satisfied,Reliable,Adequate,Good,A few times a month,Somewhat satisfied,Good,Somewhat satisfied,Useful,Valuable,Somewhat satisfied,Useful,Otlob,No they hasn't,Yes but limited,Not very interested,Better visibility,Somewhat helped,Significant,3-5 staff,Probably yes,Probably yes,Expand presence,Marketing/promotions,Better technology tools,Somewhat interested,Significant growth,150000-500000,61-80%,Minor concern,11-15%,Marketing costs,Very satisfied,Continue
R144,Cloud Kitchen,Mexican,Less than 1 year,Cairo (Suburbs),Takeaway only,<6 months,4,Talabat,26-30%,Very dissatisfied,Promotional rate,Yes immediately,Yes immediately,50 or less,Less than 10%,Decreased slightly,Late night,Under 100,Rarely,Very unreliable,Very dissatisfied,Very unreliable,Usually insufficient,Poor,Daily,Very dissatisfied,Very poor,Very dissatisfied,Not useful at all,Not valuable,Very dissatisfied,Not useful,Foodpanda,Yes and I switched,Not yet but planning,Very interested,Lower commission,Significantly hurt,Minimal,No impact,Definitely not,Definitely not,Leave the platform,Menu expansion,Guaranteed minimum orders,Not interested,Declining importance,Under 50000,Under 20%,Critical concern,Under 5%,Commission fees,Need lower rates,Better terms
R145,Independent,Egyptian,3-5 years,Tanta,20-50,3-5 years,2,Talabat,21-25%,Somewhat dissatisfied,Standard rate,Yes for right offer,Yes for right offer,50-200,10-25%,Stayed same,Lunch,100-200,Sometimes,Somewhat unreliable,Somewhat dissatisfied,Somewhat unreliable,Usually insufficient,Average,Daily,Somewhat dissatisfied,Poor,Somewhat dissatisfied,Not useful at all,Not valuable,Very dissatisfied,Not useful,Otlob,Yes but I stayed,Not interested,Not very interested,Lower commission,Somewhat hurt,Minimal,1-2 additional staff,Probably not,Probably not,Maintain current level,Menu expansion,Lower commission,Not interested,Stable but not growing,Under 50000,20-40%,Major concern,5-10%,Commission fees,Fees concern,Lower fees
R146,Café/Bakery,Desserts,6-10 years,Alexandria,20-50,6-10 years,2,Talabat,16-20%,Somewhat satisfied,Volume-based discount,Probably not,Probably not,201-500,26-50%,Increased slightly,Afternoon,201-350,Often,Somewhat reliable,Somewhat satisfied,Reliable,Adequate,Good,Rarely or never,Somewhat satisfied,Good,Somewhat satisfied,Useful,Valuable,Somewhat satisfied,Useful,Otlob,No they haven't,Yes but limited,Not very interested,Better visibility,Somewhat helped,Significant,3-5 staff,Probably yes,Definitely yes,Expand presence,Marketing/promotions,Better technology tools,Somewhat interested,Moderate growth,150000-500000,41-60%,Minor concern,11-15%,Marketing costs,Good experience,Continue
R147,Fast Food Outlet,Fast Food,1-2 years,Mansoura,Less than 20,1-2 years,3,Talabat,21-25%,Somewhat dissatisfied,Standard rate,Yes for right offer,Yes for right offer,50-200,10-25%,Stayed same,Lunch,100-200,Sometimes,Somewhat unreliable,Somewhat dissatisfied,Somewhat unreliable,Usually insufficient,Average,Daily,Somewhat dissatisfied,Poor,Somewhat dissatisfied,Not useful at all,Not valuable,Very dissatisfied,Not useful,Otlob,Yes but I stayed,Not interested,Not very interested,Lower commission,Somewhat hurt,Minimal,No impact,Probably not,Probably not,Maintain current level,Menu expansion,Lower commission,Not interested,Stable but not growing,Under 50000,20-40%,Major concern,Under 5%,Commission fees,Too expensive,Reduce fees
R148,Independent,Grills,6-10 years,Cairo (Central),20-50,6-10 years,2,Talabat,16-20%,Somewhat satisfied,Volume-based discount,Probably not,Probably not,201-500,26-50%,Increased slightly,Dinner,351-500,Often,Somewhat reliable,Somewhat satisfied,Reliable,Adequate,Good,Weekly,Somewhat satisfied,Good,Somewhat satisfied,Useful,Valuable,Somewhat satisfied,Useful,Otlob,No they haven't,Yes but limited,Not very interested,Better visibility,Somewhat helped,Significant,3-5 staff,Probably yes,Probably yes,Expand presence,Marketing/promotions,Better technology tools,Somewhat interested,Moderate growth,150000-500000,41-60%,Minor concern,11-15%,Marketing costs,Good partnership,Continue
R149,Chain Outlet,Seafood,3-5 years,Cairo (Central),51-100,3-5 years,3,Talabat,16-20%,Somewhat satisfied,Volume-based discount,Probably not,Probably not,501-1000,51-75%,Increased slightly,Dinner,201-350,Often,Somewhat reliable,Somewhat satisfied,Reliable,Adequate,Good,Weekly,Somewhat satisfied,Good,Somewhat satisfied,Useful,Valuable,Somewhat satisfied,Useful,Otlob,No they haven't,Yes but limited,Not very interested,Better visibility,Somewhat helped,Significant,3-5 staff,Probably yes,Definitely yes,Expand presence,Marketing/promotions,Better technology tools,Somewhat interested,Significant growth,150000-500000,61-80%,Minor concern,11-15%,Marketing costs,Very satisfied,Continue
R150,Cloud Kitchen,Asian,Less than 1 year,Giza,Takeaway only,<6 months,4,Talabat,26-30%,Very dissatisfied,Promotional rate,Yes immediately,Yes immediately,50 or less,Less than 10%,Decreased significantly,Late night,Under 100,Rarely,Very unreliable,Very dissatisfied,Very unreliable,Always insufficient,Poor,Daily,Very dissatisfied,Very poor,Very dissatisfied,Not useful at all,Not valuable,Very dissatisfied,Not useful,Foodpanda,Yes and I switched,Not yet but planning,Very interested,Lower commission,Significantly hurt,Minimal,No impact,Definitely not,Definitely not,Leave the platform,Menu expansion,Faster payments,Not interested,Declining importance,Under 50000,Under 20%,Critical concern,Under 5%,Commission fees,Need better rates,Better terms
R151,Independent,Egyptian,6-10 years,Cairo (Central),20-50,6-10 years,2,Talabat,16-20%,Somewhat satisfied,Volume-based discount,Probably not,Probably not,201-500,26-50%,Increased slightly,Dinner,201-350,Often,Somewhat reliable,Somewhat satisfied,Reliable,Adequate,Good,Weekly,Somewhat satisfied,Good,Somewhat satisfied,Useful,Valuable,Somewhat satisfied,Useful,Otlob,No they haven't,Yes but limited,Not very interested,Better visibility,Somewhat helped,Significant,3-5 staff,Probably yes,Probably yes,Expand presence,Marketing/promotions,Better technology tools,Somewhat interested,Significant growth,150000-500000,41-60%,Minor concern,11-15%,Marketing costs,Good partnership,Faster payments
R152,Fast Food Outlet,Middle Eastern,3-5 years,Alexandria,20-50,3-5 years,2,Talabat,21-25%,Somewhat dissatisfied,Standard rate,Yes for right offer,Yes for right offer,201-500,10-25%,Stayed same,Lunch,100-200,Sometimes,Somewhat unreliable,Somewhat dissatisfied,Somewhat unreliable,Adequate,Average,Weekly,Somewhat dissatisfied,Average,Somewhat dissatisfied,Not useful at all,Not valuable,Very dissatisfied,Not useful,Otlob,Yes but I stayed,Not interested,Not very interested,Lower commission,Somewhat hurt,Minimal,1-2 additional staff,Probably not,Probably not,Maintain current level,Menu expansion,Lower commission,Not interested,Stable but not growing,50000-150000,20-40%,Major concern,5-10%,Commission fees,Fees concern,Lower fees
R153,Chain Outlet,Fast Food,1-2 years,Cairo (Central),51-100,1-2 years,3,Talabat,16-20%,Neutral,Standard rate,Not sure,Not sure,501-1000,51-75%,Increased slightly,Dinner,201-350,Often,Somewhat reliable,Somewhat satisfied,Reliable,Adequate,Good,Weekly,Somewhat satisfied,Good,Somewhat satisfied,Useful,Valuable,Somewhat satisfied,Useful,Otlob,No they haven't,Yes but limited,Neutral,Better visibility,Somewhat helped,Significant,3-5 staff,Probably yes,Probably yes,Expand presence,Marketing/promotions,Better technology tools,Somewhat interested,Moderate growth,150000-500000,61-80%,Minor concern,11-15%,Marketing costs,OK service,Continue
R154,Independent,Grills,3-5 years,Giza,20-50,3-5 years,2,Talabat,21-25%,Neutral,Standard rate,Not sure,Not sure,201-500,26-50%,Stayed same,Dinner,201-350,Sometimes,Neutral,Neutral,Neutral,Adequate,Average,Weekly,Neutral,Average,Somewhat dissatisfied,Somewhat useful,Neutral,Neutral,Somewhat useful,Breadfast,Not approached,Not yet but planning,Neutral,Lower commission,No significant impact,Moderate,No impact,Neutral,Neutral,Maintain current level,Staff training,Payment flexibility,Neutral,Moderate growth,150000-500000,41-60%,Minor concern,11-15%,Payment processing,OK so far,Analytics
R155,Café/Bakery,Italian,6-10 years,Alexandria,20-50,6-10 years,2,Talabat,16-20%,Somewhat satisfied,Volume-based discount,Probably not,Probably not,201-500,26-50%,Increased slightly,Dinner,201-350,Often,Somewhat reliable,Somewhat satisfied,Reliable,Adequate,Good,Weekly,Somewhat satisfied,Good,Somewhat satisfied,Useful,Valuable,Somewhat satisfied,Useful,Otlob,No they haven't,Yes but limited,Not very interested,Better visibility,Somewhat helped,Significant,3-5 staff,Probably yes,Probably yes,Expand presence,Marketing/promotions,Better technology tools,Somewhat interested,Moderate growth,150000-500000,41-60%,Minor concern,11-15%,Marketing costs,Good partnership,Faster payments
R156,Cloud Kitchen,Desserts,Less than 1 year,Cairo (Suburbs),Takeaway only,<6 months,4,Talabat,26-30%,Very dissatisfied,Promotional rate,Yes immediately,Yes immediately,50 or less,Less than 10%,Decreased significantly,Late night,Under 100,Rarely,Very unreliable,Very dissatisfied,Very unreliable,Always insufficient,Poor,Daily,Very dissatisfied,Very poor,Very dissatisfied,Not useful at all,Not valuable,Very dissatisfied,Not useful,Foodpanda,Yes and I switched,Not yet but planning,Very interested,Lower commission,Significantly hurt,Minimal,No impact,Definitely not,Definitely not,Leave the platform,Menu expansion,Guaranteed minimum orders,Not interested,Declining importance,Under 50000,Under 20%,Critical concern,Under 5%,Commission fees,High fees,Lower rates
R157,Independent,Seafood,6-10 years,Cairo (Central),20-50,6-10 years,2,Talabat,16-20%,Somewhat satisfied,Volume-based discount,Probably not,Probably not,201-500,26-50%,Increased slightly,Dinner,351-500,Often,Somewhat reliable,Somewhat satisfied,Reliable,Adequate,Good,Weekly,Somewhat satisfied,Good,Somewhat satisfied,Useful,Valuable,Somewhat satisfied,Useful,Otlob,No they haven't,Yes but limited,Not very interested,Better visibility,Somewhat helped,Significant,3-5 staff,Probably yes,Probably yes,Expand presence,Marketing/promotions,Better technology tools,Somewhat interested,Moderate growth,150000-500000,41-60%,Minor concern,11-15%,Marketing costs,Good experience,Continue
R158,Fast Food Outlet,Pizza,1-2 years,Mansoura,Less than 20,1-2 years,3,Talabat,21-25%,Somewhat dissatisfied,Standard rate,Yes for right offer,Yes for right offer,50-200,10-25%,Stayed same,Lunch,100-200,Sometimes,Somewhat unreliable,Somewhat dissatisfied,Somewhat unreliable,Usually insufficient,Average,Daily,Somewhat dissatisfied,Poor,Somewhat dissatisfied,Not useful at all,Not valuable,Very dissatisfied,Not useful,Otlob,Yes but I stayed,Not interested,Not very interested,Lower commission,Somewhat hurt,Minimal,1-2 additional staff,Probably not,Probably not,Maintain current level,Menu expansion,Lower commission,Not interested,Stable but not growing,Under 50000,20-40%,Major concern,5-10%,Commission fees,Too expensive,Reduce fees
R159,Chain Outlet,Asian,6-10 years,Cairo (Central),51-100,6-10 years,2,Talabat,16-20%,Very satisfied,Volume-based discount,Probably not,Probably not,501-1000,51-75%,Increased significantly,Dinner,351-500,Always,Very reliable,Very satisfied,Very reliable,Always sufficient,Excellent,Rarely or never,Very satisfied,Excellent,Very satisfied,Very useful,Very valuable,Very satisfied,Very useful,Otlob,No they haven't,Yes fully operational,Very interested,Better visibility,Significantly helped,Transformative,6-10 staff,Definitely yes,Definitely yes,Make it my primary platform,Technology,Payment flexibility,Very interested,Transformative for industry,500000-1000000,61-80%,Not a concern,16-20%,Marketing costs,Excellent partnership,Keep improving
